	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
NR2C2	0.00000000545039105531856	-0.234662749993634	0.064	0.09	0.000132667968677509
MRPS28	0.0000000054785745277634	-0.170386194843581	0.082	0.106	0.000133353982580289
SUCLA2	0.00000000552010720513986	-0.159943416738171	0.085	0.111	0.000134364929480309
HACD4	0.0000000055529930651016	-0.264717442337375	0.149	0.195	0.000135165404197638
ASB7	0.00000000559083197719453	-0.915452693613117	0.031	0.062	0.000136086441156892
DNTTIP1	0.00000000559675777765731	-0.292181607080105	0.111	0.151	0.000136230681065957
EMB	0.00000000561013288127377	0.167422691317049	0.378	0.377	0.000136556244463085
TMEM209	0.00000000561184401101554	-0.775427564996458	0.034	0.064	0.000136597895072129
LINS1	0.00000000569177761310715	-0.49051392262406	0.088	0.132	0.000138543558880641
POLK	0.00000000576601553995697	-0.400223366404697	0.097	0.139	0.000140350584258093
PI4KB	0.00000000578057915075272	-0.226653196162102	0.122	0.159	0.000140705077108472
LZIC	0.00000000580205050144712	-0.358383238256472	0.088	0.124	0.000141227711255724
POLL	0.0000000059488660511551	-0.50021962724289	0.054	0.086	0.000144801348551166
SLC25A6	0.00000000601299939945867	-0.118931525368779	0.797	0.85	0.000146362418382223
CPT2	0.00000000607799221623247	-0.402090705122057	0.033	0.054	0.000147944408535315
KCTD13	0.00000000607875503987151	-0.504319422245623	0.074	0.113	0.000147962976425512
DNAJC3	0.00000000611944263307661	-0.132670063653251	0.182	0.222	0.000148953353131718
UQCRHL	0.00000000622931905139742	-0.66232882639228	0.055	0.092	0.000151627855030065
PAK1IP1	0.00000000626803653733617	-0.456808379699463	0.053	0.083	0.0001525702773553
ACAD8	0.00000000627546238090319	-0.501335530383023	0.049	0.078	0.000152751029813565
PHLDB2	0.00000000630085448192963	0.955304008743217	0.056	0.036	0.000153369098944649
BTN3A2	0.00000000631023288232478	-0.0120628433625075	0.499	0.545	0.000153597378588667
CLIP1	0.00000000634248364210541	0.290357129295197	0.14	0.136	0.000154382394332488
ANKRD12	0.00000000639872993980759	0.178454921424717	0.545	0.529	0.000155751485464857
TRAV8-3	0.00000000642004560338274	-0.865118480791861	0.066	0.071	0.000156270330031939
CCDC6	0.00000000646782395665324	-0.537442624610454	0.091	0.136	0.000157433302928896
LZTR1	0.00000000649743979530148	-0.7545407417445	0.038	0.069	0.000158154182057433
NDUFA9	0.00000000650536282001454	-0.230408561971219	0.143	0.184	0.000158347036401974
UBL4A	0.00000000654901440009251	-0.252593594591137	0.054	0.076	0.000159409559512652
PGAP1	0.00000000654931907251595	-0.978985679560948	0.023	0.051	0.000159416975544111
TNFRSF1A	0.00000000664970595775603	-0.24576678483033	0.128	0.17	0.00016186049271774
GNS	0.0000000067166032528842	0.506413472158385	0.096	0.08	0.000163488839778454
BRD8	0.00000000674236787259718	-0.474422254670914	0.068	0.104	0.000164115976386888
NME1	0.00000000678881521977623	-0.734133937885447	0.04	0.073	0.000165246551264573
CDK2	0.00000000679389985212701	-0.64672603466519	0.03	0.056	0.000165370316300624
MRPS11	0.00000000689760923163992	-0.421789395520409	0.084	0.123	0.000167894706307347
WDR26	0.00000000692850426152795	-0.210558667661211	0.112	0.146	0.000168646722229852
ZNF3	0.00000000693236747724568	-0.549162605798622	0.059	0.094	0.000168740756763637
MPHOSPH9	0.00000000702097315749692	-0.506818876154937	0.076	0.115	0.000170897507626633
EEF1AKMT2	0.00000000710107005358631	-0.772750560411222	0.052	0.089	0.000172847146174344
PTRH1	0.00000000710159298972126	-0.126812903629833	0.08	0.102	0.000172859874962805
NSL1	0.00000000711674376449903	-0.191034010847494	0.117	0.15	0.000173228659971671
WDR59	0.00000000722968488757364	-0.548747740479596	0.046	0.076	0.00017597775984843
BRE	0.00000000725597414123652	1.0929174421465	0.05	0.027	0.000176617666571838
RRNAD1	0.00000000728199863260165	-0.495203531934079	0.043	0.07	0.000177251128716157
MFAP1	0.00000000733935112624030	-0.320637371365811	0.205	0.263	0.000178647145763815
RPUSD2	0.00000000736660326479189	-1.01511332131337	0.023	0.051	0.000179310490068299
FAM98B	0.00000000741945649160129	-0.698900551441906	0.034	0.062	0.000180596990462067
CYTH2	0.00000000743387668373393	-0.340014740124358	0.146	0.195	0.000180947992358768
TSC22D4	0.00000000745783893027213	0.0461530776523228	0.379	0.404	0.000181531257401754
TEP1	0.00000000748212388750494	-0.661777932570052	0.027	0.052	0.000182122377545758
PRR14	0.00000000749275012965628	-0.40722554710422	0.122	0.169	0.000182381030905964
PDPK1	0.0000000075178991140966	-0.493838486276536	0.09	0.134	0.000182993182336225
NOB1	0.00000000757360835876416	-0.182311178261708	0.152	0.19	0.000184349201060678
AP3B1	0.0000000076035175073411	-0.23440298945768	0.143	0.185	0.00018507721964619
REXO2	0.00000000771282192167915	0.333693766358335	0.151	0.138	0.000187737798395592
VPS26B	0.00000000779447282402896	0.127294793419475	0.148	0.157	0.000189725263009689
FAM133B	0.00000000784675712258421	0.105335082531842	0.406	0.425	0.000190997915120822
CENPT	0.00000000793793081057359	0.0233759626472856	0.098	0.113	0.000193217173860172
OTUD4	0.00000000794166872467618	-0.512918440446847	0.068	0.106	0.000193308158427343
HGSNAT	0.0000000079513309913582	0.614722609451967	0.08	0.062	0.00019354334766065
MIB2	0.00000000795379300659122	0.0783438791769127	0.15	0.167	0.000193603275573437
THOC2	0.00000000795578216307231	-0.211231273968881	0.193	0.241	0.000193651693631343
CRTC2	0.00000000799301398827777	-0.286653006666396	0.139	0.185	0.000194557953488669
KLRK1	0.00000000799644913967175	0.897157663029629	0.065	0.04	0.00019464156850875
SMIM12	0.00000000807203002732241	-0.224402333774371	0.164	0.208	0.000196481282895055
ZBTB7A	0.00000000814741658956205	0.394593595878873	0.135	0.122	0.00019831626720653
DELE1	0.00000000823773136551869	-0.416871499526438	0.083	0.121	0.00020051461916809
SENP2	0.00000000825091672357122	-0.517949691640849	0.068	0.106	0.000200835563968447
MRPL58	0.00000000827603260334755	-0.382969269178473	0.064	0.095	0.000201446909598083
PTAR1	0.00000000829289239226826	-0.0432103668485824	0.075	0.092	0.000201857293720202
RAB28	0.00000000830566429244108	-0.391284981881668	0.081	0.117	0.000202168174542308
TRPV2	0.00000000833625417670773	0.0768602741745708	0.192	0.207	0.000202912762915243
NF2	0.0000000083589418799868	-0.827519967126643	0.038	0.071	0.000203465004300759
VPS13D	0.00000000837442193791521	-0.200100214279871	0.069	0.093	0.000203841804390794
EIF1	0.00000000840059748235725	0.116009765323063	0.997	0.999	0.000204478943318058
RDH11	0.00000000840807667926497	0.0736496453868236	0.132	0.147	0.000204660994449989
VSIR	0.00000000843229535776496	0.314501367453302	0.239	0.217	0.000205250501303357
HAUS1	0.00000000849671994267995	-0.432551785199479	0.085	0.125	0.000206818660124773
PHACTR4	0.00000000850939991515924	-0.339927704431335	0.114	0.157	0.000207127303334891
IDH3B	0.00000000854975398312997	0.207230131948136	0.183	0.18	0.000208109561703367
IQGAP1	0.00000000862412116685748	0.136434265703777	0.472	0.477	0.000209919733322478
ATP2B1-AS1	0.00000000866042279520114	0.937431434176272	0.065	0.036	0.000210803351257991
CEACAM21	0.0000000086718813408452	-0.454525177403781	0.06	0.093	0.000211082263717513
MICAL1	0.00000000869307177196973	-0.401322367587215	0.115	0.161	0.000211598060001515
CRCP	0.00000000870606299216736	-0.247733731492385	0.108	0.143	0.000211914279292346
ADCY7	0.00000000871324916162191	0.201869639632906	0.146	0.148	0.000212089197843039
CNOT6L	0.00000000876243085011803	0.121086819012094	0.383	0.397	0.000213286329322723
SLC25A24	0.00000000876656176458964	-0.190953578733827	0.091	0.119	0.000213386879911876
GOLGA3	0.00000000877831741678291	-0.583820160853689	0.051	0.085	0.000213673024241913
TFE3	0.00000000879078681060848	-0.52446900465273	0.062	0.097	0.000213976541757021
TRMT1	0.00000000891797083905244	0.0926464410325658	0.101	0.11	0.000217072328193375
KAT6A	0.00000000896975138089082	-0.280479605470569	0.126	0.167	0.000218332718362264
DNAAF2	0.00000000898463295551015	-0.260576003990061	0.165	0.214	0.000218694950770073
SLC37A3	0.00000000902749480946626	-0.771266476315924	0.031	0.059	0.000219738251157218
VPS26C	0.00000000914985259450126	-0.452106817949912	0.101	0.146	0.000222716562002755
PCBP2	0.00000000920061629681465	-0.0966367419836662	0.897	0.934	0.000223952201280765
SHMT1	0.00000000925311798823727	-0.608709724564102	0.049	0.082	0.000225230144951683
MAPRE2	0.00000000926152339818302	-0.0427567904322055	0.447	0.5	0.000225434741035173
C14orf119	0.00000000939235509124213	-0.154936890254043	0.245	0.294	0.000228619315275925
PSMD9	0.00000000942772628995098	-0.240027854920888	0.185	0.234	0.000229480285623697
SMIM27	0.00000000942787187921932	-0.377652834550779	0.093	0.134	0.000229483829412077
ABCA2	0.00000000946981354984858	0.369629081030157	0.074	0.069	0.000230504731616864
NT5DC1	0.00000000949717492695128	-0.446224733076855	0.106	0.151	0.000231170734896921
DENR	0.00000000961206895964889	-0.279317135581834	0.169	0.217	0.000233967370546814
TRIP12	0.00000000968097748931734	-0.430820818551564	0.124	0.173	0.000235644673067473
AC004865.2	0.00000000983976398134667	-0.727312776318059	0.041	0.074	0.000239509695069959
TMEM199	0.00000000997665380324116	-0.359591145496279	0.097	0.136	0.000242841730224693
SPTLC1	0.0000000100247138031223	-0.308665881380702	0.091	0.125	0.000244011558681799
CREB3	0.0000000100817682533564	-0.269887028390581	0.11	0.148	0.000245400321054948
KIAA2026	0.000000010198233002989	-0.359837130126968	0.084	0.12	0.000248235189525756
SHLD2	0.0000000103057246344937	-0.744134891703065	0.031	0.059	0.000250851643328212
ZNF91	0.0000000104717007033207	0.332130436932788	0.142	0.132	0.00025489166681953
PPTC7	0.0000000104905664232762	0.211627384667186	0.063	0.068	0.000255350877308966
GTF3C5	0.0000000106134734774109	0.156593426619892	0.123	0.128	0.000258342557913659
COX19	0.0000000106858729341394	-0.21136385580857	0.154	0.195	0.000260104833089888
VBP1	0.0000000107161372547962	-0.331010991763995	0.16	0.211	0.000260841496918994
GABPB1-AS1	0.0000000107668713223671	0.514634877144756	0.141	0.111	0.000262076414857738
COMMD5	0.0000000107908176183464	-0.0823574849115483	0.167	0.199	0.000262659291648171
MAPKAP1	0.0000000109444750699581	0.0399647187654337	0.115	0.13	0.000266399467677851
GFM1	0.0000000109695459118218	-0.524843672517383	0.069	0.107	0.000267009717039655
TRMT10B	0.0000000109768867040254	-0.438014866373508	0.061	0.092	0.000267188399262682
SUCO	0.0000000109885030667395	-0.255791798443292	0.127	0.166	0.000267471153147507
USP47	0.0000000110642950394784	-0.275623174510381	0.185	0.238	0.000269316005555945
CHM	0.0000000111001977147713	-0.449029175150446	0.064	0.098	0.000270189912575249
LENG8	0.000000011120761920233	0.392310497613041	0.114	0.102	0.000270690465900392
SNX4	0.0000000111289097963017	-0.224344381657941	0.105	0.137	0.000270888793351779
EIF2B2	0.0000000111578317146696	0.153828094507996	0.098	0.108	0.000271592781766772
PSME4	0.0000000111719829257486	0.491621578231838	0.102	0.084	0.000271937236395648
PSMB4	0.0000000112113193363494	-0.0969447328176642	0.249	0.29	0.00027289472396608
SKAP1	0.0000000114080250428436	0.0349093692366775	0.515	0.547	0.000277682737567857
ARHGAP1	0.0000000115613475895018	-0.179436527987295	0.103	0.133	0.000281414761676062
UBE2J1	0.0000000117049072228039	-0.235674810600162	0.25	0.309	0.000284909146710269
MRPL45	0.0000000118610877380514	-0.195689410985109	0.084	0.111	0.00028871073663191
ITGB1BP1	0.0000000118770216837804	-0.178950654784583	0.211	0.257	0.000289098584804898
ING5	0.0000000119419281238251	-0.271977590978695	0.069	0.098	0.000290678472462028
ZNF26	0.0000000119649260575268	-0.776507509431945	0.041	0.074	0.000291238265166259
PPP2R5A	0.0000000120430510355059	0.297584375345034	0.151	0.144	0.00029313990525525
PTCD3	0.0000000120738363893926	-0.296383981565163	0.12	0.16	0.000293889251554204
RBM3	0.0000000122310671466829	-0.0756600927952336	0.598	0.659	0.000297716405417408
HDAC8	0.0000000122338272440268	-0.491409834086657	0.044	0.071	0.000297783588946856
FAM46A	0.0000000122422584506644	1.05685067207018	0.052	0.029	0.000297988812947622
RNF20	0.0000000122875530965398	-0.556447620880594	0.061	0.097	0.000299091329922874
HGS	0.0000000124452576899363	-0.193465529032511	0.153	0.191	0.000302930017430739
DNAJA3	0.0000000125363825786142	-0.287864363967581	0.092	0.126	0.000305148088346048
UBA5	0.0000000125803837198936	-0.5100933717571	0.083	0.125	0.000306219120125931
UHMK1	0.0000000126634228181893	-0.0292889122568025	0.2	0.231	0.000308240374817545
GRN	0.0000000126850015501079	0.029717531558898	0.102	0.118	0.000308765622731176
TECR	0.000000012708562899514	0.071798407879396	0.455	0.478	0.000309339129537071
PRPF19	0.0000000128103783465775	-0.230363474331703	0.133	0.171	0.000311817419334043
PITPNA-AS1	0.0000000128715753385337	-0.647447507267997	0.057	0.094	0.00031330701531525
LRPPRC	0.0000000128728226429404	-0.337484911613385	0.124	0.168	0.000313337375951813
ORMDL1	0.0000000129207470072713	0.0681368706388789	0.243	0.26	0.000314503902903991
CCDC66	0.0000000129364707425243	-0.319562305204485	0.095	0.132	0.000314886634343783
RBM10	0.0000000129544250816635	-0.480223144806143	0.091	0.135	0.000315323660912772
TRIP4	0.0000000129752145277037	-0.424570819633669	0.07	0.104	0.000315829696818836
SLC35F5	0.0000000130656685276324	-0.681620065102225	0.049	0.084	0.0003180314376311
PDE6D	0.0000000130893343262353	-0.488504383638464	0.094	0.138	0.000318607486834894
GLCE	0.0000000132186616199536	-1.11326869463555	0.022	0.05	0.00032175544249129
P3H1	0.0000000133331057002119	-0.692738150725866	0.046	0.08	0.000324541125848857
DNMT1	0.0000000134930441413987	-0.167847121071433	0.206	0.253	0.000328434187445785
SLC35C2	0.0000000134983823868858	-0.0286892229228817	0.125	0.146	0.000328564125679187
LRRC8A	0.0000000135952346910915	0.853987318895682	0.064	0.042	0.000330921607615859
RFX3	0.0000000136930052624353	-0.398138295170831	0.051	0.079	0.000333301441092938
HAUS4	0.0000000137530621722908	-0.421751792934511	0.061	0.092	0.00033476328633573
UBE2D2	0.0000000137929069951511	-0.145858872027309	0.57	0.638	0.000335733149168974
POC5	0.0000000138909530600813	-0.431055507941927	0.064	0.096	0.000338119688435438
PIH1D1	0.0000000139042970891718	-0.0562114162646785	0.204	0.235	0.00033844449544753
CCNC	0.0000000139465442878896	-0.22129497284967	0.109	0.142	0.000339472834511522
CACUL1	0.0000000139719711755007	0.288072033654668	0.132	0.126	0.000340091750382862
TRNAU1AP	0.0000000140174997314851	-0.326933668787433	0.112	0.152	0.000341199960964079
CAPNS1	0.0000000141017397003726	0.450960319066619	0.163	0.135	0.00034325044604677
NUFIP1	0.0000000142200386117146	-0.503858167420907	0.058	0.091	0.000346129959847745
DCAF1	0.0000000142421342460784	-0.869505292826064	0.033	0.064	0.000346667789683795
NUMB	0.0000000142550892618242	-0.182345876307629	0.124	0.158	0.000346983127722062
UTP4	0.000000014330066596034	-0.491747305712011	0.071	0.108	0.000348808151014063
L3MBTL3	0.0000000144878292357302	-0.398447347740777	0.049	0.076	0.00035264825142691
ACAA2	0.0000000145207122184819	-0.123908089041081	0.216	0.258	0.000353448656110067
NRBF2	0.0000000145478122220423	0.187226254187291	0.297	0.293	0.000354108297296732
SCLT1	0.0000000146551671542459	-0.325176035987926	0.101	0.139	0.0003567214237015
BOD1	0.0000000147194176038904	-0.637745819341546	0.041	0.07	0.000358285343896297
AC022706.1	0.0000000148192799902642	-0.0333325678863976	0.052	0.066	0.000360716094243021
ILK	0.0000000148245724202807	0.0233566841078097	0.216	0.237	0.000360844917282051
ZNF143	0.0000000149320352967132	-0.511672997743345	0.07	0.108	0.000363460671157295
SSR3	0.0000000149414727849736	-0.19998492353702	0.314	0.375	0.000363690389059043
ZNF383	0.0000000150400526443265	-0.642809083435706	0.048	0.081	0.000366089921415552
MFSD1	0.0000000151835706127069	0.094133317042332	0.108	0.118	0.000369583292283898
FO393401.1	0.0000000152432456841684	0.209865221044012	0.048	0.056	0.000371035843198344
KBTBD2	0.0000000152974656504235	-0.14749640888063	0.152	0.188	0.000372355611396959
SENP5	0.0000000154685763828736	-0.359115205565133	0.108	0.15	0.000376520617735527
RUVBL1	0.0000000155056749444967	0.00610455612081173	0.096	0.111	0.000377423633823993
C15orf40	0.0000000155251350522983	-0.297436710620855	0.101	0.137	0.000377897312307993
VRK1	0.0000000156518118966314	-0.353374745971482	0.084	0.12	0.000380980753375904
CCNG2	0.0000000156854540715312	-1.03753814992791	0.026	0.055	0.00038179963755514
MUT	0.0000000158481130699795	-0.452335114283293	0.043	0.068	0.000385758920236371
VIM-AS1	0.0000000159372996386182	0.66652838532149	0.088	0.064	0.000387929810503605
VAMP1	0.0000000160171594669565	-0.637287578436301	0.042	0.073	0.000389873678585188
UPF3A	0.0000000160946569712528	-0.169278053113513	0.175	0.216	0.000391760045337264
DDX23	0.0000000162582878448618	-0.196024639137689	0.138	0.173	0.00039574298443178
SLC25A30	0.0000000162867353665448	-1.03726471198071	0.029	0.059	0.000396435425557066
ALG8	0.0000000162882938395008	-0.579420318864273	0.054	0.088	0.000396473360347289
HOXB2	0.0000000163367930524031	0.801649988371209	0.091	0.059	0.000397653879688543
MRPL9	0.0000000163888733811249	-0.138270103405558	0.155	0.188	0.00039892156696996
TMEM161A	0.000000016413242865662	-0.316662621150406	0.067	0.095	0.000399514744593079
PSMD5-AS1	0.0000000165160543055097	0.976418694304874	0.06	0.032	0.000402017277850412
SCO1	0.0000000165941906016387	-0.485045491078832	0.068	0.104	0.000403919193434487
FAM193A	0.0000000166234999673383	-0.772451503120826	0.033	0.062	0.00040463261270498
CDC23	0.0000000167246453939944	-0.521104040209064	0.05	0.081	0.000407094593535218
SMG6	0.0000000168058016725957	-0.592996492042106	0.06	0.097	0.000409070018512653
MMAA	0.0000000170439656812666	-0.725909077403664	0.031	0.057	0.000414867168647711
MRPS24	0.0000000172006684603816	-0.240245382944706	0.179	0.226	0.000418681470994148
LRWD1	0.0000000173948398715899	-0.420834893103961	0.055	0.084	0.000423407797314369
ERF	0.0000000173981713929324	0.414029233685428	0.13	0.117	0.000423488889875366
METTL15	0.0000000176225813923486	-0.170115371297855	0.083	0.109	0.000428951253671158
DYM	0.0000000176365385005122	0.00819649774040276	0.139	0.159	0.000429290983640967
